week,hostname,users,sessions,days
2019-09-30,dtplyr.tidyverse.org,1,1,1
2019-09-30,forcats.tidyverse.org,1768,1501,7
2019-09-30,gargle.r-lib.org,135,188,7
2019-09-30,ggplot2.tidyverse.org,62097,75393,7
2019-09-30,glue.tidyverse.org,147,141,7
2019-09-30,googledrive.tidyverse.org,602,664,7
2019-09-30,haven.tidyverse.org,722,717,7
2019-09-30,httr.r-lib.org,142,152,7
2019-09-30,lubridate.tidyverse.org,1,3,1
2019-09-30,magrittr.tidyverse.org,401,347,7
2019-09-30,modelr.tidyverse.org,91,87,7
2019-09-30,pillar.r-lib.org,4,5,3
2019-09-30,pkgdown.r-lib.org,283,333,7
2019-09-30,principles.tidyverse.org,77,68,7
2019-09-30,purrr.tidyverse.org,2951,2679,7
2019-09-30,r4ds.had.co.nz,42638,54705,7
2019-09-30,readr.tidyverse.org,3416,3164,7
2019-09-30,readxl.tidyverse.org,3768,3821,7
2019-09-30,reprex.tidyverse.org,382,358,7
2019-09-30,rlang.r-lib.org,832,866,7
2019-09-30,rprojroot.r-lib.org,18,19,6
2019-09-30,rvest.tidyverse.org,260,274,7
2019-09-30,stringr.tidyverse.org,7969,8185,7
2019-09-30,style.tidyverse.org,2068,2292,7
2019-09-30,testthat.r-lib.org,509,580,7
2019-09-30,tibble.tidyverse.org,3917,3224,7
2019-09-30,tidyeval.tidyverse.org,626,701,7
2019-09-30,tidymodels.github.io,948,1227,7
2019-09-30,tidyr.tidyverse.org,389,341,7
2019-09-30,tidyverse.tidyverse.org,1,1,1
2019-09-30,usethis.r-lib.org,424,476,7
2019-09-30,vroom.r-lib.org,60,74,7
2019-09-30,www.tidyverse.org,12700,12449,7
2019-09-30,xml2.r-lib.org,55,57,7
2019-10-07,bigrquery.r-dbi.org,106,133,7
2019-10-07,broom.tidyverse.org,363,358,7
2019-10-07,dbplyr.tidyverse.org,506,502,7
2019-10-07,devtools.r-lib.org,141,141,7
2019-10-07,dplyr.tidyverse.org,36740,40421,7
2019-10-07,dtplyr.tidyverse.org,2,2,2
2019-10-07,forcats.tidyverse.org,1890,1610,7
2019-10-07,gargle.r-lib.org,156,212,7
2019-10-07,ggplot2.tidyverse.org,63883,78092,7
2019-10-07,glue.tidyverse.org,130,133,7
2019-10-07,googledrive.tidyverse.org,294,331,5
2019-10-07,haven.tidyverse.org,743,735,7
2019-10-07,httr.r-lib.org,168,183,7
2019-10-07,magrittr.tidyverse.org,425,374,7
2019-10-07,modelr.tidyverse.org,110,106,7
2019-10-07,pillar.r-lib.org,5,6,4
2019-10-07,pkgdown.r-lib.org,279,333,7
2019-10-07,principles.tidyverse.org,65,59,7
2019-10-07,purrr.tidyverse.org,2997,2639,7
2019-10-07,r4ds.had.co.nz,43192,55676,7
2019-10-07,readr.tidyverse.org,3636,3427,7
2019-10-07,readxl.tidyverse.org,2469,2523,7
2019-10-07,reprex.tidyverse.org,405,404,7
2019-10-07,rlang.r-lib.org,759,801,7
2019-10-07,rprojroot.r-lib.org,19,20,6
2019-10-07,rvest.tidyverse.org,282,308,7
2019-10-07,stringr.tidyverse.org,5756,5859,7
2019-10-07,style.tidyverse.org,1807,2026,7
2019-10-07,testthat.r-lib.org,380,400,7
2019-10-07,tibble.tidyverse.org,4185,3521,7
2019-10-07,tidyeval.tidyverse.org,506,526,7
2019-10-07,tidymodels.github.io,852,1065,7
2019-10-07,tidyr.tidyverse.org,439,395,7
2019-10-07,usethis.r-lib.org,424,476,7
2019-10-07,vroom.r-lib.org,77,79,7
2019-10-07,www.tidyverse.org,11211,10780,7
2019-10-07,xml2.r-lib.org,65,72,7
2019-10-14,bigrquery.r-dbi.org,120,136,7
2019-10-14,broom.tidyverse.org,8,15,4
2019-10-14,dbplyr.tidyverse.org,520,531,7
2019-10-14,devtools.r-lib.org,146,156,7
2019-10-14,dplyr.tidyverse.org,37317,41224,7
2019-10-14,dtplyr.tidyverse.org,3,1,2
2019-10-14,forcats.tidyverse.org,2059,1779,7
2019-10-14,gargle.r-lib.org,131,178,7
2019-10-14,ggplot2.tidyverse.org,64924,79538,7
2019-10-14,glue.tidyverse.org,116,111,7
2019-10-14,googledrive.tidyverse.org,1,1,1
2019-10-14,haven.tidyverse.org,723,716,7
2019-10-14,httr.r-lib.org,167,190,7
2019-10-14,magrittr.tidyverse.org,414,367,7
2019-10-14,modelr.tidyverse.org,108,108,7
2019-10-14,pillar.r-lib.org,2,2,2
2019-10-14,pkgdown.r-lib.org,294,342,7
2019-10-14,principles.tidyverse.org,130,126,7
2019-10-14,purrr.tidyverse.org,1301,1163,7
2019-10-14,r4ds.had.co.nz,40593,51623,7
2019-10-14,readr.tidyverse.org,3653,3475,7
2019-10-14,readxl.tidyverse.org,20,19,5
2019-10-14,reprex.tidyverse.org,424,408,7
2019-10-14,rlang.r-lib.org,807,864,7
2019-10-14,rprojroot.r-lib.org,14,16,6
2019-10-14,rvest.tidyverse.org,284,303,7
2019-10-14,stringr.tidyverse.org,31,27,6
2019-10-14,style.tidyverse.org,1867,2104,7
2019-10-14,testthat.r-lib.org,423,466,7
2019-10-14,tibble.tidyverse.org,4039,3428,7
2019-10-14,tidyeval.tidyverse.org,468,458,7
2019-10-14,tidymodels.github.io,961,1252,7
2019-10-14,tidyr.tidyverse.org,407,374,7
2019-10-14,tidyverse.tidyverse.org,1,1,1
2019-10-14,usethis.r-lib.org,465,508,7
2019-10-14,vroom.r-lib.org,121,139,7
2019-10-14,www.tidyverse.org,11564,11273,7
2019-10-14,xml2.r-lib.org,67,74,7
2019-10-21,bigrquery.r-dbi.org,111,129,7
2019-10-21,broom.tidyverse.org,5,9,5
2019-10-21,dbplyr.tidyverse.org,533,542,7
2019-10-21,devtools.r-lib.org,200,194,7
2019-10-21,dplyr.tidyverse.org,37840,41961,7
2019-10-21,dtplyr.tidyverse.org,1,1,1
2019-10-21,forcats.tidyverse.org,1879,1621,7
2019-10-21,gargle.r-lib.org,139,193,7
2019-10-21,ggplot2.tidyverse.org,65913,80943,7
2019-10-21,glue.tidyverse.org,172,168,7
2019-10-21,googledrive.tidyverse.org,2,2,2
2019-10-21,haven.tidyverse.org,689,667,7
2019-10-21,httr.r-lib.org,145,152,7
2019-10-21,magrittr.tidyverse.org,417,369,7
2019-10-21,modelr.tidyverse.org,134,133,7
2019-10-21,pillar.r-lib.org,5,8,3
2019-10-21,pkgdown.r-lib.org,297,361,7
2019-10-21,principles.tidyverse.org,85,76,7
2019-10-21,purrr.tidyverse.org,12,11,5
2019-10-21,r4ds.had.co.nz,39194,49614,7
2019-10-21,readr.tidyverse.org,3620,3452,7
2019-10-21,readxl.tidyverse.org,4,4,3
2019-10-21,reprex.tidyverse.org,387,367,7
2019-10-21,rlang.r-lib.org,904,957,7
2019-10-21,rprojroot.r-lib.org,18,18,5
2019-10-21,rvest.tidyverse.org,315,341,7
2019-10-21,stringr.tidyverse.org,9,9,5
2019-10-21,style.tidyverse.org,1700,1800,7
2019-10-21,testthat.r-lib.org,456,484,7
2019-10-21,tibble.tidyverse.org,4097,3500,7
2019-10-21,tidyeval.tidyverse.org,466,454,7
2019-10-21,tidymodels.github.io,1315,1606,7
2019-10-21,tidyr.tidyverse.org,423,391,7
2019-10-21,usethis.r-lib.org,482,591,7
2019-10-21,vroom.r-lib.org,60,65,7
2019-10-21,www.tidyverse.org,11076,10861,7
2019-10-21,xml2.r-lib.org,51,55,7
